          17
          46          17           1           2
          17          22           1           2
          22          46           1           2
          17          22           1           2
          17          22           1           2
          22          17           1           2
          12          45           1           2
          12          45           1           2
          45          22           1           2
          45          22           1           2
          22          12           1           2
          17          22           1           2
          22          17           1           2
          46          17           1           2
          17          22           1           2
          22          46           1           2
          17          22           1           2
  0.11445053396820448       0.11948476920975512       0.14891402875320808       0.15790758643171121       0.18113478116279447       0.20157718687760728       0.21321607005259657       0.24234239547113223       0.25870189116095837       0.27236092913755627       0.29993553344559964       0.31637016040217553       0.32938884249956685       0.35067297048343954       0.36714254523784412       0.37724254046648231       0.38963270381585452       0.40346803321213215       0.40991571031299778       0.41398816265393074       0.42164552733476990       0.42042061172335998       0.41183524980575609       0.41131667870852806       0.42059587014904787       0.42155422232886025       0.41405584659680023       0.40980782905191987       0.40343615347859979       0.38978911025768542       0.37700790897804259       0.36710673399524840       0.35094891172488624       0.32904330252773523       0.31637463139056970       0.30022543182540862       0.27194374135083721       0.25883182895036583       0.24248772997030377       0.21287836329400101       0.20184114698087793       0.18104412457763580       0.15793813933638096       0.14908626718435222       0.11935791926942266       0.11474119432251670       0.11311683044874937       0.13640734725209375       0.15253955219322876       0.16684202300913267       0.19507250620862907       0.20128657183715443       0.23431941477298068       0.24733694253829328       0.26388042801709655       0.29262778758786240       0.30236946680754317       0.32533536953821812       0.34533912687247276       0.35516749384917334       0.37715882586553068       0.38975160433989836       0.39744346981836515       0.41335718340037408       0.42020373986040810       0.42377847335778035       0.43095700527180636       0.43050308481601685       0.42151113358046682       0.42226952094351600       0.42965929612162723       0.43202100867277915       0.42254816426984410       0.42072507956529037       0.41297629812122827       0.39730238168699444       0.38983557493976290       0.37670869606698565       0.35510657677661411       0.34518145771424513       0.32506093108718015       0.30209378776710150       0.29236823461452988       0.26373517469729574       0.24699549868988252       0.23426136964704439       0.20093406357552987       0.19465627119783613       0.16683854872653173       0.15220215201205503       0.13648112939810922       0.11280369013623985       0.12158803606901272       0.13557967732187229       0.15938808373089616       0.16693326989468846       0.20141988561212607       0.20627960147513086       0.23486363711904401       0.25100519258093212       0.26488975259839453       0.29464158013377462       0.30412475497762309       0.32706539743248270       0.34552944505017813       0.35500912939931772       0.37893391346687266       0.38845639909254426       0.39798002928634407       0.41293890282936757       0.41850316192147236       0.42566206044410659       0.42971826507743671       0.43052985108889946       0.42288361988753470       0.42195137536275895       0.43213817715831843       0.42973734626302040       0.42552371811981676       0.41817167207447320       0.41395635085043442       0.39620352856101693       0.38901055033559573       0.37836220660079511       0.35450298354460719       0.34546099848428963       0.32614882875159212       0.30392719587821598       0.29414232598555523       0.26432963183873559       0.25046062830112920       0.23446332957884977       0.20561246821917953       0.20081095754084979       0.16673926017593516       0.15862190246476418       0.13541702774629560       0.12096588937180817       0.12811160422666820       0.13482783084761044       0.16535340532747997       0.16625404466422314       0.20380993569235237       0.20886740530054648       0.23521543037876119       0.25158557196292253       0.26536738388081660       0.29413137488831881       0.30167016659836932       0.32853364156686504       0.34182267705663527       0.35384477775140427       0.37605600575014253       0.38341384224472769       0.39894257766968083       0.40744830322859038       0.41679599244404697       0.42115744328929788       0.42727745706188541       0.42638592388960872       0.41602858436658730       0.41681687494351821       0.42392230838830575       0.42686523780254870       0.42305239164970565       0.41402364537945091       0.40929731121188079       0.39769017503451598       0.38322772212668582       0.37688488470580522       0.35162857161833960       0.34211852299631912       0.32681319261918901       0.30148655839308808       0.29365939437672828       0.26417469165578983       0.25093167913921560       0.23428078286368378       0.20821482882694600       0.20301412842225219       0.16535344412845462       0.16444071441793925       0.13438542565229303       0.12702088023087402       0.13448802252390676       0.13410425480830240       0.16843152598273214       0.16830764383624644       0.20433639489366842       0.20818517043182988       0.23589634566854539       0.24974344219095951       0.26613328028631389       0.29060122429195817       0.29706758610134659       0.32773201962233012       0.33529774524751976       0.35598451456441410       0.36833306360536777       0.37972008020753367       0.39322849436731688       0.40107948229678675       0.41035616573126393       0.41724548182083632       0.42012691892908516       0.42040362254552077       0.41338671166870655       0.41399700607166068       0.42242275195786655       0.42018137591505139       0.41358554788222868       0.41522884761675294       0.39607508788101675       0.39651894843959051       0.37564549880828629       0.37024446974746328       0.35285610868931028       0.33597143750124564       0.32752066298804217       0.29492568238149131       0.29032135906752038       0.26411714608736264       0.24906860950387030       0.23450077752669402       0.20715934355078042       0.20321629892793747       0.16719794047629494       0.16704118772518048       0.13342451896214338       0.13306968725435192       0.13922742305016006       0.13284241664850360       0.17127417142285647       0.16870980882612818       0.20427790704986656       0.20679276987681447       0.23639989193593056       0.24579922511510205       0.26751237261066235       0.28447514750357422       0.29773838241473194       0.32042189960817569       0.32675964645844247       0.35190303033983922       0.35816172902997634       0.37635409473079967       0.38311409361367782       0.39611739400739682       0.40241667251459579       0.40702186015014707       0.41420229969964012       0.41666685156808242       0.40553508972747510       0.40445944058018202       0.41395518811722992       0.41726706658533924       0.41053602907211029       0.39653238478377095       0.39981534279297914       0.37986195083155083       0.37806811195826928       0.35500889056831236       0.35394357881495109       0.32237180481913358       0.32116435289265943       0.29421335753419675       0.28454166008618909       0.26468887508863448       0.24505346964222180       0.23437749347350112       0.20581714514888572       0.20230604685289283       0.16758671540977552       0.16953744587986197       0.13162543824206555       0.13774488101427204       0.14091702373738998       0.13249942192377673       0.17257687403653516       0.16698484140640896       0.20462082922148697       0.20324254784314125       0.23651182866826434       0.24011222881918268       0.26887832951148188       0.27593742180577419       0.29991377884753107       0.31011895095166409       0.32963554438614129       0.34014871848940575       0.35642738022247838       0.36505746634489172       0.37809535291548740       0.38471011064006577       0.39270464919682530       0.40123708435957950       0.40321224410908685       0.39985463571640467       0.39306715854574520       0.39375892805587825       0.40177413295892528       0.39849112903005757       0.39890355902730540       0.39797352863387098       0.38035284993246116       0.37713409743470311       0.36585433226934438       0.35217470842044446       0.34206423245350126       0.32474770252558838       0.31151793503619074       0.29578077511911732       0.27624031900692891       0.26553982062273157       0.23941091036848525       0.23419026918849142       0.20164470106233079       0.20295393510161572       0.16482105760521618       0.17103048692861625       0.13045861773849315       0.13947574203822963       0.14039199269394514       0.13389950574885093       0.17103652805207106       0.16744378345328259       0.20148450753931438       0.20005068229933798       0.23354981037652878       0.23304893704482932       0.26521461987214601       0.26595441455617741       0.29510240945159533       0.29806746254134991       0.32272045079578143       0.32936426104222244       0.34654534866797920       0.35890386291818066       0.36542042949023773       0.37721949833604207       0.38386590762351225       0.38572253145687152       0.39151381656423434       0.39336191125456366       0.38718571000673602       0.38775815454787527       0.39517080664176168       0.39456845025662834       0.38623681898141748       0.37694248653472584       0.37948493677994533       0.36645725192041667       0.35152359134419014       0.35304100830635460       0.32224850298029700       0.32643962635186446       0.29173800161523405       0.29663221720878236       0.26083681225224098       0.26542051780814202       0.22861352402702872       0.23285244591297435       0.19643073482456536       0.19975046863867116       0.16471522705300229       0.16891008830756801       0.13158173233460424       0.13836910883137987       0.14061532558096962       0.13387033792620354       0.16896284868149003       0.16793781940316832       0.19625501525419256       0.20187360212236000       0.22495550919657695       0.23550912368995519       0.25360196824066961       0.26906918490822845       0.28157492852874544       0.30064296511998068       0.30698736847772656       0.32554755054936657       0.33033109782865050       0.34581815238656138       0.35801012923818654       0.36166816566457827       0.36776354531625560       0.37672402320418125       0.38438073514853482       0.38008931778635369       0.36950955489219312       0.36856128350379974       0.37710350380400320       0.38121158905349950       0.37987842243598779       0.37231325656316278       0.35617325132498023       0.35269707420927077       0.35329319732503783       0.32212867302201609       0.32614312837892390       0.30460022776925649       0.29497973524220150       0.28324451547983875       0.26300783724157339       0.25478771111014403       0.23021101696021015       0.22480010076373910       0.19746560547128361       0.19491660981847095       0.16428120437748636       0.16709169414170943       0.13081221294581680       0.13755161245182088       0.14198697810685354       0.13492415745298600       0.16432956368469448       0.16967806055299964       0.18841108970928511       0.20431759048065978       0.21403317878431463       0.23812894591236455       0.23922318173948473       0.26577511766307232       0.26815335681105290       0.29060127488588416       0.30266431881498129       0.31029312839763129       0.32577827943154303       0.33236827926725715       0.34049372447133086       0.35212005005099611       0.36039673149946638       0.36014899716908866       0.36110959793636233       0.36108003573159625       0.35531340579278625       0.35591326071096385       0.36295311619078235       0.36263260039104778       0.35415717985570899       0.35483796838410248       0.35536851663695868       0.34355997861747267       0.32359774622337895       0.32721187072919233       0.30979474442618044       0.29424453947475471       0.29607048915643658       0.26040471514258151       0.26592437305800831       0.23486472214494716       0.23269347036033061       0.21412598204732239       0.19921508538409979       0.18759507457663432       0.16537500503239133       0.16254939868050186       0.13124448628494528       0.13910631321385711       0.13989633971119109       0.13604077458234007       0.15755934546384556       0.17155014333647281       0.17777475492032116       0.20512702721446022       0.20158587981550655       0.23173539601256657       0.23708908791179664       0.25138598709908105       0.26984681285036827       0.27120235440212809       0.29170127469767415       0.30403727032295846       0.30782501138079393       0.32061170014485635       0.33299741483033246       0.33416760515098964       0.33658652986139947       0.34441516562384827       0.35136085759781055       0.35265627869628030       0.34708267651003272       0.34776280750435551       0.35418250150544095       0.35415457759921815       0.34720375674474879       0.33883992943160063       0.32550250890727522       0.32668034143222902       0.32671628026913174       0.30446397183403423       0.29473493781326293       0.29865572705795196       0.26387219608252194       0.26433854130777923       0.25298694083420753       0.22951529628062800       0.23347791772556445       0.19513883642017701       0.20086589132723504       0.17590138477804629       0.16654220824899466       0.15614199870820017       0.13158871711045630       0.13757341676344498       0.13465047031520427       0.13802726307033092       0.14850938878096542       0.17414593933799397       0.16919834998474703       0.19837770168187166       0.20530659394536552       0.21554417663544190       0.23697743458329362       0.23718038525000240       0.25742833142654392       0.27212926557892247       0.27110512291696676       0.28836745396893410       0.30186116777573990       0.30389864307144870       0.31079084199010248       0.32126019025411318       0.32869675870002302       0.33622654693700188       0.33443490170281481       0.32861344467760722       0.31910024291386518       0.31803301261560579       0.32586614551828813       0.33028954796317284       0.33049733091580596       0.33031935051351846       0.32364828828284542       0.31281761699865629       0.29451237264501695       0.29770109584820648       0.29512320714900669       0.26186982584912183       0.26455947541053926       0.26253381092636802       0.22871232016638124       0.23307061420037659       0.21445028345707315       0.19822064049087801       0.19922978552570511       0.16264412444813989       0.16834080757158942       0.14763360928360736       0.13286526650466696       0.13248089176269928       0.12710369924401688       0.14022966026220948       0.13669181345058543       0.17092334487211769       0.17182924781301975       0.18225834299876992       0.20531276430095469       0.20465914681897987       0.22321295303890207       0.23884898808853983       0.23814582833163583       0.25634235440977898       0.26977100458657938       0.27266544283488864       0.28070063366955222       0.29242553738264448       0.30424309148826700       0.30681858455786548       0.30371518777753209       0.30693282400541050       0.31289428897312166       0.31330972672690577       0.30835922320888159       0.30909575171291159       0.31507588490681643       0.31527704991756378       0.30942048192699495       0.29783669572974303       0.29804577258387183       0.29946022350548535       0.29715493458355580       0.28103993799486054       0.26258452062997317       0.26590705355690603       0.26093526973477016       0.22851810553364613       0.23269391490380467       0.22591171338091126       0.19625351887564285       0.20119202497199801       0.18076861496399357       0.16452163644927689       0.17044881278154028       0.13066412206070394       0.13450789001207195       0.12524878448899962       0.11909049263565233       0.14423383876729667       0.14003184480769254       0.15842958482052716       0.17675983240168316       0.17270913252792439       0.19469897958457610       0.20978260534893789       0.20594280268156046       0.22550505410106547       0.24259668099015397       0.24039359330077298       0.24963876184986247       0.26495715356731159       0.27613069195314255       0.27266015672476462       0.27755756226505701       0.28820706533798163       0.29540285966206092       0.30518421811190249       0.30654212758880478       0.30076535957778355       0.29133541245412981       0.29060562638941928       0.29796520400588611       0.30311392992127156       0.30309871654528570       0.29937091027328827       0.29054527441764294       0.27902547145537782       0.26354322814041431       0.26611734063345188       0.26876415644298612       0.25063929044790728       0.23023748244176290       0.23398471540923016       0.23206462228923119       0.19652525320792008       0.20107802702434199       0.19825632491964870       0.16462724913624266       0.16885177523934544       0.15920472924699952       0.13320029506610900       0.13807587755858339       0.11750264605885115       0.11130522956577731       0.14313115805706147       0.14425350311851259       0.14546041984403374       0.17514264013623979       0.17724539266342054       0.17831112025098364       0.20442415931880834       0.21077860322808403       0.20770116775123748       0.22745030632619614       0.24581287048855568       0.24297153815192712       0.24441303806041850       0.25951484908997857       0.27914539367660485       0.27693643524766010       0.27579833798330194       0.27243606642425600       0.27377468217278755       0.27941007300227177       0.28384302861482380       0.28215791513867877       0.28371377565339329       0.28866636960305542       0.28588302494649559       0.27514633497448676       0.26588503274060937       0.26775282825463126       0.26831639198865437       0.27051941705943594       0.27302538100468493       0.24014766720036590       0.23269363006532123       0.23567877580832988       0.23776609699490006       0.19808979076386987       0.20078420119740187       0.20561959793434451       0.17332795089173492       0.16887753455852000       0.17322323685889338       0.14138010734046161       0.13686292582779347       0.14155178560802120       0.10571151743713413       0.11303071216725268       0.13738079673303868       0.14819953620431278       0.14458819647034418       0.16724091008572542       0.18166467876083983       0.17803934419789624       0.19321579457395599       0.21591608277123786       0.21238881657806166       0.21372600900593533       0.23444182969849564       0.24752966880899707       0.24459482022348533       0.24224408088828162       0.25210586868464169       0.27809520918731495       0.27915366754321452       0.27578964626525326       0.27496977032403092       0.27332707962261144       0.26771791187907723       0.25952961340567210       0.25863527689231391       0.26555526114073003       0.26984338981691741       0.27013581558383648       0.26922592754225222       0.27160361640014252       0.27191457381926692       0.27148559218208940       0.23404431923127814       0.23380915586678966       0.23725237320808046       0.24058205281909462       0.21009908982315925       0.20227080944519765       0.20652107999091807       0.19941301683115811       0.16911698549997620       0.17317064443097058       0.16902032270179973       0.13688014624129499       0.14111445899658129       0.13648593112003243       0.10638014741725881       0.13285818893077064       0.13286121968223918       0.15112810179026145       0.14688888025632585       0.15917046504608864       0.18399697135009022       0.18003299623301811       0.18269521491611193       0.21067568289695393       0.21525594627944739       0.21249251399688782       0.22092523623290361       0.25150441525330641       0.24924309893536345       0.24658782300029899       0.24337806944331067       0.25149217104656568       0.28300324605490274       0.28057524402334333       0.27962089357142855       0.27739225141486135       0.27158470475415292       0.26301890195040384       0.26208262639318225       0.26935724497870817       0.27383264172320010       0.27465455014630374       0.27426552618856154       0.27688376031014589       0.27555681225881107       0.23661905921880880       0.23565032660419344       0.23954546937557308       0.24148535693943926       0.23547706560740136       0.20225536238358979       0.20524657718359460       0.20815988998079990       0.18307558435832108       0.17107420216263411       0.17541181271891607       0.16210673121023420       0.13926638836331601       0.14326656520221540       0.13311500493677647       0.10910286047116653     
